Video title: Google en OpenAI kondigen nieuwe modellen aan — dit is de belangrijkste AI week van het jaar ｜ ✨ ...
Youtube video code: uSpTxPuIAXQ
Last modified time: 2024-12-12 20:12:50

------------------ 

[0.00 --> 1.16]  18 plus speelbewust.
[3722.10 --> 3726.26]  Maar je kunt toch precies hetzelfde punt maken en zeggen dat deepfakes economische schade kunnen doen.
[3726.52 --> 3726.66]  Ja.
[3727.06 --> 3731.18]  Dus ik bedoel, dan moeten we aan het eind van ieder jaar gaan zeggen hoe staat het excelle erbij.
[3731.26 --> 3733.22]  De Amerikanen hebben schade door snelle adoptie.
[3733.22 --> 3734.98]  Wij hebben schade door trage adoptie.
[3735.40 --> 3741.64]  Misschien, maar ik wens het gewoon eventjes te horen van iemand die die die wetten maakt.
[3741.64 --> 3743.28]  En daar verantwoordelijkheid voor draagt.
[3743.38 --> 3750.34]  En inmiddels is er denk ik ook wel bij de EU het sentiment van misschien begint het allemaal een beetje achter te lopen.
[3750.64 --> 3753.06]  De EU qua innovatiekracht.
[3753.28 --> 3756.88]  Dat is inmiddels een sentiment wat wel denk ik heel wijd verspreid is.
[3757.18 --> 3759.84]  En ik wil graag de tegenargumenten horen.
[3762.60 --> 3764.82]  Want de keerzijde horen we nu genoeg.
[3764.94 --> 3766.06]  Wat zijn nu de tegenargumenten?
[3766.10 --> 3769.68]  Want ik hoorde EU ook niet proactief communiceren over waarom dit allemaal een goed idee is.
[3769.68 --> 3773.54]  Dat wij geen Chattapetie in je iPhone kan gebruiken.
[3773.74 --> 3774.24]  Ik noem maar wat.
[3774.64 --> 3775.40]  Niet meteen.
[3775.74 --> 3776.34]  Nee, niet meteen.
[3776.54 --> 3777.70]  Nee, maar dus wel de nuance.
[3777.90 --> 3781.02]  We zijn niet forever afgeblokt via een firewall van AI.
[3781.74 --> 3783.62]  Ik vind het jammer dat jij innovatie haat, Wietse.
[3784.06 --> 3789.78]  Maar in ieder geval, ik weet dus van de Amerikaanse Twitter gebruikers dat ze Asora hebben geprobeerd.
[3789.78 --> 3792.54]  En daar kan ik naar video's van kijken.
[3793.08 --> 3794.72]  En dat is indrukwekkend.
[3794.78 --> 3796.82]  Het is indrukwekkend wat voor video's dat ding genereert.
[3796.82 --> 3800.80]  Ik vind de meest indrukwekkende feature de zogenaamde blend functie.
[3801.24 --> 3805.14]  Waarbij je twee video's die gegenereerd zijn met elkaar kan laten mengen.
[3805.62 --> 3811.72]  En ik zag één videootje van een dude die had een trein door een besnieuwd berglandschap laten rijden.
[3811.78 --> 3812.26]  Heb je die gezien?
[3812.60 --> 3812.76]  Nee.
[3813.00 --> 3813.40]  Oké, nou ja.
[3813.40 --> 3817.08]  Het is gewoon een drone shot van een trein door een prachtig landschap.
[3817.40 --> 3819.54]  Asora is zo goed in landschappen.
[3819.62 --> 3820.14]  Dat is insane.
[3820.32 --> 3820.82]  Dat is onmisbaar.
[3822.00 --> 3823.72]  Of zeg maar, je verschil kan je niet zien.
[3823.72 --> 3826.42]  Tussen echt beeld en zorg gegeneerde.
[3826.52 --> 3827.22]  Alleen dat al.
[3827.74 --> 3828.44]  Dus dat is heel vet.
[3828.76 --> 3832.18]  En dan zie je dus dat die trein volgt met een drone shot.
[3832.34 --> 3837.76]  En dan vervolgens is er een nieuwe video die die persoon maakt met dezelfde omgeving.
[3838.10 --> 3840.70]  Maar dan is die camera opeens bovenop de locomotief geplaatst.
[3840.78 --> 3842.66]  Alsof er een GoPro bovenop de locomotief staat.
[3843.16 --> 3845.98]  En vervolgens geeft die dat ding de opdracht om die twee beelden met elkaar te blenden.
[3845.98 --> 3847.58]  En dat begint dan met dat drone shot.
[3847.70 --> 3850.14]  En dan gaat dus die drone langzaam naar de positie.
[3850.40 --> 3854.36]  Vliegt die naar de positie alsof die als GoPro bovenop de trein staat.
[3854.50 --> 3857.32]  En dan vlieg je dus daar naartoe en rijd je met de trein mee.
[3857.96 --> 3859.62]  En het feit dat je dat kan doen.
[3859.74 --> 3866.36]  Ik zag Marques Brownlee een video maken van een drone shot van een huis bovenop cliffs.
[3866.52 --> 3868.76]  En dat hij zei, doe er golfbanen omheen.
[3868.82 --> 3870.32]  Sowieso echt een aandrader, zei hij.
[3870.32 --> 3870.56]  Goeie video.
[3870.78 --> 3872.34]  Hij heeft het echt goed uitgelegd, zeker.
[3872.72 --> 3875.42]  En vooral laten zien, want hij kan het gebruiken.
[3875.42 --> 3879.44]  Is heel indrukwekkend wat hij maakt.
[3880.02 --> 3883.60]  Wat we weten is dat dit de versie is van Sora.
[3883.92 --> 3889.34]  Die niet dezelfde grootte heeft als het ding wat ze intern gebruiken.
[3889.48 --> 3893.10]  En wat door artiesten een tijdje lang beschikbaar is geweest.
[3893.56 --> 3897.78]  Want de beelden die wij uit Sora hebben gezien voordat het gelanceerd werd deze week.
[3898.52 --> 3900.46]  Zijn gemaakt met een groter model.
[3900.62 --> 3902.04]  En dit is een soort light versie.
[3902.04 --> 3905.66]  Wij krijgen de hele tijd proefjes van de goede spullen.
[3905.66 --> 3907.02]  Omdat ze breed moeten uitrollen.
[3907.06 --> 3908.80]  Ja, dat zal er niet eens gelukt hebben.
[3909.34 --> 3909.78]  Ja, precies.
[3909.86 --> 3911.28]  Want het ligt nu al plat.
[3911.80 --> 3914.30]  Eigenlijk sinds na vier uur ging die plat of zo.
[3914.44 --> 3917.04]  En sindsdien is volgens mij de registratie niet meer aangegaan.
[3917.90 --> 3918.52]  En inmiddels.
[3918.90 --> 3920.48]  Dus dat is één ding wat je kan zeggen.
[3921.26 --> 3922.80]  Een beetje jammer, maar het zei zo.
[3922.90 --> 3925.68]  Maar tegelijkertijd zijn er natuurlijk ook een heleboel andere modellen.
[3925.68 --> 3929.24]  Vooral Chinese modellen, videomodellen beschikbaar gekomen.
[3929.52 --> 3935.46]  Die inmiddels toch wel redelijk vergelijkbaar zijn met wat Sora, waar Sora mee uitkomt.
[3935.52 --> 3938.94]  Dus ik merk bij mezelf dat het een soort van, ik vind het heel vet.
[3939.50 --> 3943.74]  Maar tegelijkertijd denk ik ook, ja, deze video's ken ik nu wel van Hailu.
[3943.90 --> 3945.38]  Dat is zo'n groot Chinees model.
[3945.54 --> 3945.84]  Kling.
[3946.72 --> 3948.90]  En ook Runway, Amerikaanse concurrent.
[3949.86 --> 3952.70]  Ja, is het verschil nou echt zo groot?
[3952.92 --> 3954.30]  Nee, maar het heeft heel lang geduurd ook.
[3954.30 --> 3955.38]  Het heeft gewoon heel lang geduurd.
[3955.62 --> 3957.82]  Het was toen echt wel een bombshell.
[3958.00 --> 3964.50]  Ik denk dat hij het feit dat je video kan genereren en daarmee dus een beetje de toekomst kan voorspellen.
[3964.64 --> 3966.40]  In ieder geval statistisch de toekomst voorspeld.
[3966.52 --> 3969.24]  Van wat er gaat gebeuren als ik begin met een plaatje en wat komt er daarna.
[3969.96 --> 3973.40]  Dat Google nu met hun Genie 2, daar hebben we het nog niet eens over gehad.
[3973.50 --> 3978.10]  Maar goed, ook laat zien wat er gebeurt op het moment dat je dat kan gebruiken voor simulaties
[3978.10 --> 3980.26]  waarin robots kunnen leren om door een ruimte in te lopen.
[3980.60 --> 3982.44]  Zonder dat die ruimte daadwerkelijk hoeft te bestaan.
[3982.44 --> 3985.94]  Want ik weet het gaat weer te groot.
[3986.26 --> 3987.44]  Maar als jij...
[3988.00 --> 3991.30]  Goede robotica is erbij gebaat om goede simulaties te hebben.
[3991.40 --> 3994.26]  Goede simulaties zijn erbij gebaat dat ze dicht bij de realiteit zitten.
[3994.74 --> 3997.38]  En als jij een videomodel op dat realiteitsvoorspellingen kan doen,
[3997.78 --> 4002.62]  dan kan je dus ook zeggen oké, jij als robot gaat nu door een fabriekshal heen lopen.
[4002.74 --> 4006.24]  Ik hallucineer 80% van die fabriekshal daarbij, zodat je alvast kan oefenen.
[4006.24 --> 4009.40]  En eigenlijk is het hoe robots dromen.
[4010.06 --> 4017.36]  Dus de droomwerelden van robots en robotische algoritme, die worden nu verrijkt door het beter genereren van video.
[4017.48 --> 4020.24]  Ik ben zelf niet zo onder de indruk voor het gebruik van...
[4020.80 --> 4025.88]  Door het gebruik van dingen als Sora, Video Generation Models, voor het maken van video in films.
[4025.88 --> 4028.28]  Ik zie het gewoon als een toffe nieuwe CGI tool.
[4028.58 --> 4033.38]  Dus ik ben wel onder de indruk, maar dat is niet het ding waardoor ik er zo veel over nadenk.
[4033.80 --> 4037.36]  Voor mij is het veel meer, wat doet dit met de innerlijke fantasie van algoritme?
[4038.04 --> 4043.60]  Namelijk, vlieg eens langs de kust in Griekenland als drone.
[4043.98 --> 4048.70]  Of laten we zeggen, een leuke drone die kijkt of er mensen in het water zitten die ze moeten redden.
[4048.90 --> 4050.22]  Laten we even een gezellige drone maken.
[4050.22 --> 4058.50]  Dat het heel prettig is voor die robot dat er niet constant allemaal data verzameld hoeft te worden door daadwerkelijke drones.
[4058.60 --> 4061.34]  Om eerst eens langs die kust te gaan vliegen, daar dan op te gaan trainen.
[4061.96 --> 4067.50]  Op het moment dat jij je dataset kan verrijken met gefantaseerde data die van een bepaalde kwaliteit is.
[4067.54 --> 4071.32]  Omdat die uit modellen komt die best wel goed zijn in geïnformeerd fantaseren.
[4072.02 --> 4074.42]  Dan ga je langzamerhand zien dat...
[4074.42 --> 4077.78]  Ik weet niet, mensen hebben misschien ook wel zelf als je kinderen hebt of een huisdier.
[4077.78 --> 4080.14]  Die liggen soms in hun slaap te bewegen.
[4080.30 --> 4082.04]  Want dan zijn ze een soort van aan het simuleren.
[4082.36 --> 4084.94]  Dat is een van de hypotheses over waarom wij dromen als mens.
[4085.28 --> 4087.02]  Is om ons voor te bereiden voor de dag daarna.
[4087.22 --> 4088.84]  En verwerken van wat je hebt meegemaakt.
[4089.22 --> 4090.52]  Maar ook in simulatie.
[4090.88 --> 4091.66]  Dus air quotes.
[4091.84 --> 4095.70]  Oefenen met kruipen als een baby of een kat een sprongetje maken of zo.
[4095.74 --> 4098.08]  En dat zie je dan soms ook wel als een soort twitch in de spieren.
[4098.18 --> 4100.50]  Omdat het brein niet helemaal door heeft dat hij daar ligt te slapen.
[4100.70 --> 4101.90]  Het vliegt soms heen en weer.
[4101.90 --> 4109.92]  En eigenlijk wil je die mensachtige wezendjes, algoritmes die ook gaan leven in die wereld.
[4110.12 --> 4114.34]  Dus Gemini straks in auto's, Gemini in robots, Gemini in stofzuigers.
[4114.86 --> 4117.36]  Dat dat zieltje daarvan, dat woord is misschien niet handig.
[4117.36 --> 4125.68]  Dat dat breed in te zetten algoritme ook de mogelijkheid heeft om buiten de daadwerkelijke realiteit door te kunnen oefenen.
[4125.84 --> 4129.50]  In een simulatie die gebaseerd is op een redelijk plausibele wereld.
[4129.50 --> 4136.22]  En daarom zijn die Sora-achtige modellen in mijn ogen zo waardevol en gaaf.
[4137.36 --> 4138.38]  Wauw, oké.
[4138.80 --> 4139.84]  Zag ik even niet aankomen.
[4140.14 --> 4143.08]  Ik zit vooral op het niveau van gaaf filmpje op X.
[4143.28 --> 4144.22]  Ja, nee, ik hoor je.
[4144.30 --> 4145.62]  Nee, maar dat is ook relevant hoor.
[4145.78 --> 4146.88]  Hoe een robot droomt.
[4146.94 --> 4149.32]  Ja, die Genie 2 van Google, waarin ze dus...
[4149.32 --> 4154.14]  Wij hebben het eerder gehad over je staat in de schilderij van Van Gogh, je kan ineens de camera draaien.
[4154.24 --> 4158.76]  Toen was het wel van wauw, alsof je ziet wat erachter hier zou gebeuren terwijl je bij het restaurantje stond op een Van Gogh.
[4158.76 --> 4160.02]  Nou, leuke toepassing.
[4160.58 --> 4164.66]  Want die Genie 2 van Google hebben ze trouwens ook even gedropt nog voor dit hele verhaal.
[4164.68 --> 4164.98]  Ja, mooi hè.
[4165.06 --> 4167.24]  Wauw, dat is nog niet één team waarschijnlijk.
[4167.92 --> 4169.58]  Die gaan dan wel met elkaar samenwerken.
[4169.68 --> 4171.78]  Dat wordt waarschijnlijk uiteindelijk Gemini Dream.
[4171.94 --> 4172.80]  En dan zit het daar ook in.
[4173.22 --> 4176.22]  Maar goed, in Genie 2 zie je echt van...
[4176.22 --> 4178.46]  Het is het 30 seconden world consistency.
[4178.74 --> 4184.70]  Dus wat dit kan doen is het kan een virtuele wereld maken waar je jezelf doorheen kan lopen.
[4184.70 --> 4187.70]  Dus eigenlijk waar jij nu naar aan het hinten bent, Wietse, is...
[4188.28 --> 4192.40]  Jij zegt eigenlijk, als ik jou goed begrijp, zeg jij allemaal leuk en aardig dat Sora.
[4192.64 --> 4195.34]  Dat je over een landschap heen kan vliegen.
[4195.88 --> 4197.42]  Maar ik kan niet hem zelf bedienen.
[4197.88 --> 4202.80]  Ik kan niet met mijn muis of met mijn Playstation controller door die wereld heen vliegen.
[4202.94 --> 4209.56]  En dat is wat Google nu in een low definition version heeft gemaakt met Genie 2.
[4209.56 --> 4212.44]  Een model wat dus 3D werelden kan emuleren.
[4212.52 --> 4214.52]  En hoe zij dat dan doen is games emuleren.
[4214.64 --> 4219.84]  Dus ze laat eigenlijk on the fly shooters, zag ik een paar keer voorbij komen, genereren.
[4219.96 --> 4221.12]  Waarbij je voor een deur kan staan.
[4221.24 --> 4222.18]  Dan gaat de deur open.
[4222.60 --> 4226.34]  En dan stap je, je stapt echt een wereld in die jezelf kan bedienen.
[4226.50 --> 4228.18]  En die dat ding on the fly bedient.
[4228.42 --> 4231.08]  Die dat ding on the fly bedenkt in real time.
[4232.38 --> 4236.52]  En jij zegt nu eigenlijk, dat is waar ik van onder de indruk zou zijn.
[4236.52 --> 4241.32]  Leuk en aardig, die hyper realistische landschappen die niet van echt te onderscheiden zijn.
[4241.70 --> 4244.26]  Jij denkt heel erg aan menselijke consumptie.
[4244.42 --> 4246.14]  En ik zit op algoritmische consumptie.
[4246.50 --> 4250.12]  Wat gaat een taalmodel, dat woord taalmodel begint een beetje gek te worden.
[4250.58 --> 4252.32]  Wat gaat een omnimodel hiermee doen?
[4252.46 --> 4253.18]  Een breed model.
[4253.82 --> 4257.86]  En dat stel, even als ietsje concreter voorbeeld.
[4258.02 --> 4260.06]  We hebben nu zelfrijdende auto's van Waymo.
[4260.20 --> 4261.68]  150.000 per week.
[4261.86 --> 4262.80]  Dat gaat steeds omhoog.
[4262.92 --> 4264.30]  De stad Miami komt er nu bij.
[4264.30 --> 4268.16]  En ik vertel dat vaak aan mensen die zeggen dat, nou ik moet het nog maar zien in Nederland.
[4268.32 --> 4269.44]  Want wij zijn geen Amerika.
[4269.66 --> 4274.30]  Onze steden zijn helemaal niet zo'n Excel sheet als de Amerikanen hun steden hebben gebouwd door de jaren heen.
[4274.62 --> 4275.90]  Ons weer is heel anders.
[4276.44 --> 4278.16]  De cultuur op de weg is anders.
[4278.30 --> 4278.94]  En dat is allemaal waar.
[4279.62 --> 4283.88]  Maar stel je nou voor dat Google alle Street View data uit Nederland pakt.
[4284.08 --> 4287.20]  En in zo'n Genie 3, laten we zeggen de nieuwe versie van Genie laat.
[4287.32 --> 4289.94]  Zodat zij een redelijke simulatie kunnen doen.
[4290.06 --> 4293.32]  Alsof je bij het CBR in een simulator zit van door Nederland heen rijden.
[4293.32 --> 4296.52]  Waarvan 50% erbij gesimuleerd is geïnformeerd.
[4296.60 --> 4298.28]  En de andere 50% is Street View data.
[4299.38 --> 4304.14]  Dan gaat er ook nog eens videobeelden van YouTube bij van standaard verkeerssituaties.
[4304.26 --> 4305.36]  Bijvoorbeeld in de stad Amsterdam.
[4305.50 --> 4306.08]  Veel fietsers.
[4306.42 --> 4309.28]  Doen we er ook even bij om die simulatie weer te informeren.
[4309.78 --> 4313.36]  Waardoor die zelfrijdende auto zonder dat die een meter in Nederland gereden heeft.
[4313.60 --> 4315.90]  Hier aankomt met een Dutch model erop.
[4315.90 --> 4317.84]  En die is volledig synthetisch.
[4318.24 --> 4318.88]  Nou ja, niet volledig.
[4319.10 --> 4321.06]  Die is synthetically augmented getraind.
[4321.48 --> 4323.26]  En dan zeggen ze, nou we gaan nu.
[4323.46 --> 4325.12]  Ik denk dat Amsterdam de eerste stad wordt.
[4325.26 --> 4326.14]  Ik heb er zo'n voorgevoel van.
[4326.38 --> 4326.96]  Misschien Den Haag.
[4327.28 --> 4330.34]  Maar goed, de eerste Waymo auto die je komt rijden.
[4330.52 --> 4332.14]  Komt hier niet naïef aan.
[4332.38 --> 4332.92]  Kan ik je vertellen.
[4332.94 --> 4333.34]  Ja, ja, ja.
[4333.40 --> 4335.44]  Ondanks dat hij nog geen meter gereden heeft.
[4335.54 --> 4336.70]  En die heeft toch in aardig lopen...
[4336.70 --> 4337.76]  nog YouTube filmjes gekeken.
[4337.94 --> 4340.02]  Hij heeft aardig lopen dromen over de stad Amsterdam.
[4340.12 --> 4340.78]  Kan ik je vertellen.
[4341.62 --> 4345.70]  Nou, je kan dus met het pro-model van 200 dollar van OpenAI...
[4345.70 --> 4348.92]  kun je dus meer video's genereren en op hogere resoluties.
[4349.00 --> 4351.34]  Je kan langere video's genereren en op hogere resoluties.
[4351.34 --> 4356.20]  Dat is de perk die je dan weer krijgt als je een groot betaler bent.
[4356.32 --> 4357.90]  Wat voor reclamebureau waarschijnlijk interessant is.
[4357.98 --> 4359.76]  Voor andere mensen die langere video's willen genereren.
[4360.50 --> 4361.48]  Er zijn wat beperkingen.
[4361.56 --> 4364.86]  Hij weigert bijvoorbeeld realistische afbeeldingen van bestaande personen te maken.
[4364.86 --> 4366.96]  Van historische figuren.
[4367.08 --> 4368.36]  Je kan geen mensen nadoen.
[4369.00 --> 4370.72]  Sommige mensen hebben een uitzondering gemaakt.
[4370.84 --> 4375.12]  Waardoor je op basis van een foto toch kan zien hoe dat eruit zou zien.
[4375.70 --> 4376.62]  Ja, dat is natuurlijk heel wonderlijk.
[4376.62 --> 4381.10]  Dat je een foto van jezelf ziet die beweegt alsof het een video is.
[4381.66 --> 4383.40]  En nu je het hierover hebt zit ik ook weer te denken.
[4383.56 --> 4387.86]  Misschien is het wel goed om toch nog wat kudos te geven aan die luisteren helemaal niet naar pook.
[4387.94 --> 4389.94]  Ja, misschien is het ooit heel makkelijk in het Engels te luisteren.
[4390.06 --> 4391.86]  Dus ik ga ze gewoon toch hoi aanspreken.
[4391.98 --> 4394.80]  Hallo mensen die bij OpenAI de interfaces maken voor jullie software.
[4395.32 --> 4396.02]  Heel veel kudos.
[4396.28 --> 4399.08]  Want er zit bij Sora ook gewoon een hele movie editor in.
[4399.08 --> 4399.72]  Ja, heel vet.
[4399.86 --> 4400.80]  En die is mooi.
[4401.04 --> 4403.98]  En die is niet alleen maar mooi als in leuke te grijstinten.
[4403.98 --> 4408.90]  Nee, het voelt als een soort webOS half gemaakt door Apple met Google invloeden.
[4409.12 --> 4412.28]  OpenAI heeft zijn eigen taaltje gemaakt voor hoe je interfaces maakt.
[4412.68 --> 4415.96]  Ook Canvas, hun tool die nu soort van breder uitgerold is.
[4416.06 --> 4417.52]  Sorry dat ik deze ook nog even in de mix gooi.
[4417.86 --> 4422.08]  Snappen de luisteraars nu inmiddels waarom deze hele show geen enkele structuur meer kent.
[4422.08 --> 4425.48]  En wij hier met z'n tweeën alleen maar soort van heigend overweldigd zitten praten.
[4425.52 --> 4426.48]  Ja, dit is gewoon een nieuw ding.
[4426.60 --> 4426.88]  Canvas.
[4427.14 --> 4428.28]  Maar laten we erbij veel staan.
[4428.50 --> 4431.56]  Dit was de volgende dag waar ze iets groots aankondigden.
[4431.70 --> 4432.10]  Canvas.
[4432.40 --> 4435.54]  Het is eigenlijk een iets andere interface voor ChatGPT.
[4435.54 --> 4438.20]  Waarbij je een soort van digitale werkruimte krijgt.
[4438.28 --> 4442.80]  Waarin je makkelijker kan schrijven, zou ik zeggen.
[4443.36 --> 4444.96]  Dus het is een interface met een zijscherm.
[4445.04 --> 4447.90]  Zoals we dat bij Anthropic van Claude gewend zijn.
[4448.00 --> 4450.32]  Dat je een zijscherm hebt waarin je resultaat krijgt.
[4450.38 --> 4451.82]  En dat je aan de linkerkant chat.
[4452.38 --> 4454.50]  Waardoor je kan interacteren met elkaar.
[4454.76 --> 4456.24]  Wat handig is als je iets aan het schrijven bent.
[4456.34 --> 4456.94]  En je zegt bijvoorbeeld.
[4457.34 --> 4458.60]  Maak de toon nu iets anders.
[4458.92 --> 4460.56]  Dat dat niet een één lang chatgesprek is.
[4460.60 --> 4462.06]  Maar dat je twee dingen naast elkaar hebt.
[4462.12 --> 4463.66]  Waardoor je overzicht hebt van wat je gaat doen.
[4463.66 --> 4467.20]  Nu heeft ChatGPT daar een stap bovenop gedaan.
[4467.32 --> 4468.56]  Inderdaad in de interface.
[4469.14 --> 4470.74]  Door het concept te introduceren.
[4470.78 --> 4472.06]  Wat we allemaal kennen van Google Docs.
[4472.14 --> 4473.52]  Namelijk opmerkingen.
[4473.76 --> 4475.82]  Dus wat je nu kan doen is een tekst schrijven.
[4476.26 --> 4477.56]  Je kan zelfs als een Google Doc.
[4477.62 --> 4479.86]  Kun je beginnen met schrijven in een leeg canvas.
[4480.60 --> 4481.78]  In je chatclient.
[4481.88 --> 4483.84]  Het begint meer te voelen als een word editor.
[4484.02 --> 4484.56]  Wat dat betreft.
[4485.08 --> 4486.02]  En dan kun je dus vragen.
[4486.26 --> 4486.78]  Wat zijn.
[4487.18 --> 4487.74]  Weet ik veel.
[4488.66 --> 4489.06]  Highlight.
[4489.48 --> 4490.58]  Dit werkt dus nu gewoon.
[4490.66 --> 4491.50]  Dit kun je nu gebruiken.
[4491.78 --> 4492.18]  Highlight.
[4492.18 --> 4496.76]  Met alle punten waarbij ik taalfout heb gemaakt.
[4497.00 --> 4497.10]  Of.
[4497.66 --> 4501.10]  Je bent een expert op het gebied van X.
[4501.50 --> 4503.14]  Welk commentaar zou jij erin zetten.
[4503.30 --> 4503.64]  Of nou ja.
[4503.84 --> 4505.76]  Kijk maar waar je creativiteit je brengt.
[4505.80 --> 4507.78]  Je stuurt hem op naar een collega voor een proefreadie.
[4507.84 --> 4509.16]  Je krijgt hem terug met 20 comments.
[4509.44 --> 4513.58]  En dan highlight hij dus de plekken die hij zou veranderen.
[4513.64 --> 4514.80]  Met zo'n gele highlighter erachter.
[4514.88 --> 4516.70]  En dan komt er zo'n tekstballonnetje naast.
[4516.70 --> 4517.38]  En dan kun je hem dus.
[4517.48 --> 4519.90]  Net zoals in Microsoft Word of in Google Docs.
[4520.22 --> 4521.76]  Kun je hem accepten of rejecten.
[4521.76 --> 4525.06]  En dan herschraaakt hij alleen maar dat deel van de tekst.
[4526.04 --> 4532.22]  En op deze manier kun je veel fijnmaziger eigenlijk teksten beïnvloeden.
[4532.64 --> 4534.94]  Ik vind OpenAI nog steeds niet de beste schrijver.
[4535.06 --> 4535.88]  Want dat lijft klopt.
[4536.02 --> 4538.34]  Dus het is een beetje jammer dat dit in OpenAI's tool zit.
[4538.48 --> 4538.68]  Maar oké.
[4538.68 --> 4541.18]  En ze hebben allemaal dingen toegevoegd.
[4541.24 --> 4544.46]  Als dat je bijvoorbeeld het leesniveau kan veranderen van een tekst met een drop-down.
[4545.12 --> 4546.82]  Dat hij emojis kan toevoegen.
[4547.02 --> 4549.14]  Dat was wel een moment voor mij dat ik even moest accepteren.
[4549.32 --> 4550.68]  Dat hij emojis toevoegt aan een tekst.
[4550.72 --> 4552.38]  En dat ze daar een speciale interface voor hebben gebouwd.
[4552.46 --> 4553.30]  Dat zijn wel de momenten.
[4553.42 --> 4554.94]  Ik heb ooit Ethan Mollek zien zeggen.
[4555.02 --> 4559.08]  Op het moment dat je ziet dat AI Labs zich te veel op interfaces gaan richten.
[4559.08 --> 4565.94]  Dan is dat een teken dat hun de soort van de progressie van het model dat erachter zit aan het stagneren is.
[4566.14 --> 4566.56]  Oh grappig.
[4566.92 --> 4570.54]  Want anders zouden ze hun aandacht wel richten op dat werk materiële zaak.
[4570.62 --> 4572.78]  En toen ik ze emojis zag toevoegen aan een tekst.
[4572.78 --> 4574.00]  Dan voelde je een beetje buikpijn.
[4574.14 --> 4574.54]  Oh ja.
[4574.90 --> 4577.58]  Ik denk dat in dat opzicht, een grappige teken is dat trouwens.
[4577.76 --> 4579.66]  Want daar moet ik nog even wat langer over nadenken.
[4579.80 --> 4581.34]  Maar wat ik er nog in wilde fietsen.
[4581.46 --> 4583.02]  Die gaan we niet helemaal uitdiepen vandaag.
[4583.10 --> 4584.70]  Die bewaren we voor een andere aflevering.
[4584.70 --> 4587.56]  Maar is het hele idee dat die tekstinterface.
[4587.56 --> 4590.26]  Dus praten met AI via tekst of met woorden.
[4590.62 --> 4593.60]  Kletsen alsof je met Her, Scarlett Johansson.
[4594.28 --> 4596.48]  Dat daar een beetje een soort rare aanname in zit.
[4596.64 --> 4599.96]  Dat de tijd van de grafische gebruikersinterface.
[4600.06 --> 4600.60]  De GUIs.
[4601.26 --> 4604.04]  Rondklikken op knoppies en scrollen in tabellen.
[4604.46 --> 4606.30]  Dat dat dan voorbij zou zijn ofzo.
[4606.42 --> 4612.64]  Terwijl ik denk dat er heel veel zaken zijn die je als een gesprek het beste kunt doen.
[4612.64 --> 4616.40]  Bijvoorbeeld een Socrates dialoog voeren met een AI.
[4616.40 --> 4618.86]  Om tot de diepere kern te komen van je gedachten.
[4619.60 --> 4624.24]  Of ik doe even een samenvatting maken samen met AI van een sales call.
[4624.54 --> 4625.02]  Dat soort dingen.
[4625.22 --> 4627.40]  Die toepassingen die ploffen nu ook uit elkaar.
[4627.52 --> 4628.78]  Want mensen vinden dat helemaal te gek.
[4629.38 --> 4632.62]  Maar er zijn ook heel veel dingen die jij nu op de computer al kan.
[4633.04 --> 4635.08]  Die best wel goed gaan met een grafische interface.
[4635.30 --> 4637.08]  Die muis ofzo of die cursor.
[4637.50 --> 4638.56]  Die hoeft echt niet zomaar weg.
[4638.66 --> 4640.00]  Apple heeft het geprobeerd met de iPad.
[4640.12 --> 4641.30]  Die zit er inmiddels op die cursor.
[4641.30 --> 4642.92]  Dus die hebben we toch wel nodig gehad.
[4642.92 --> 4644.80]  En niet alleen maar de oudere generatie.
[4645.44 --> 4649.18]  Dus waar we later nog eens in gaan duiken tijdens Poki is.
[4650.74 --> 4653.40]  Is AI wel een chatachtige interface?
[4653.62 --> 4656.18]  Ben jij straks wel de hele dag met je computer aan het praten?
[4656.76 --> 4659.24]  Of komt er een muiscursor in beeld van OpenAI?
[4659.54 --> 4660.86]  Nou dat kan ik je al vertellen ja.
[4661.32 --> 4666.20]  En is het ook zo dat dingen veel meer zoals perplexity in nieuwe widgets getoond worden?
[4666.20 --> 4669.52]  Er is nog best wel een soort greenfield zoals ze dat noemen.
[4669.72 --> 4675.46]  Open velden van potentiële interactie metaforen.
[4675.54 --> 4676.78]  Die nog niet uitgediept zijn.
[4676.84 --> 4681.36]  Dus mijn lezing van dat emoji pickertje en die comments is ietsje positiever.
[4681.42 --> 4684.52]  Dat ik denk oh wat leuk dat er ook bij OpenAI tijd is.
[4684.66 --> 4685.84]  Als anders zit na me te grijzen.
[4686.10 --> 4691.86]  Dat er bij OpenAI ook tijd is om na te denken over meer dan alleen maar chatten met AI.
[4691.86 --> 4702.04]  Nou en in diezelfde video hadden ze ook diezelfde zijscherm die canvas kun je ook gebruiken om programmeercode in te draaien.
[4702.26 --> 4702.88]  Te runnen.
[4703.06 --> 4706.36]  Ja want het is eigenlijk artifacts van Cloud met een run button erbij.
[4706.38 --> 4706.40]  Met een run button erbij.
[4706.40 --> 4706.92]  Met een run button.
[4707.32 --> 4707.46]  Ja.
[4707.72 --> 4708.48]  Best wel gek.
[4708.70 --> 4714.98]  En dan wat ik mooi vond was als je dan iets geprogrammeerd hebt of dat ding iets geprogrammeerd heeft wat niet werkt.
[4715.12 --> 4716.16]  Want dat gebeurt natuurlijk de hele tijd.
